Object ID,Circularity Factor ,Total Intensity GFP,Mean Intensity GFP,Total Intensity mCherry,Mean Intensity mCherry,Total Intensity Brightfield,Mean Intensity Brightfield,Area ,Well ,Center X ,Center Y ,Parent Object ID (Well),Parent Trace ID,R01
3485,1.0575778,6548672,11024.7,1351440,2275.1516,38927792,65535,594,25,802.5,876,24,-1,1
3486,1.0816044,5548399,8575.5781,1500224,2318.7388,42401144,65535,647,25,1759,876.5,24,-1,1
3487,1.3278416,1866496,8804.2266,460991.97,2174.4905,13893420,65535,212,25,1834.5,872,24,-1,0
3488,1.0657401,9931006,11879.193,2074160.1,2481.0527,54787260,65535,836,25,1309.5,881,24,-1,1
3489,1.0750688,7961211,9914.335,1655232,2061.3101,52624604,65535,803,25,1026,881.5,24,-1,1
3490,1.2393173,2786368,10884.25,526640,2057.1875,16776960,65535,256,25,1265.5,876,24,-1,0
3491,1.0816423,4578824,17476.428,711456,2715.481,17170170,65535,262,25,445.5,877,24,-1,1
3492,1.1310121,3433536,5555.8833,1184320,1916.3754,40500632,65535,618,25,1853,881.5,24,-1,1
3493,1.0986847,8754544,10251.223,1834224,2147.8032,55903032,65460.227,854,25,606.5,887.5,24,-1,1
3494,1.0350628,10402723,9945.2422,2352048,2248.6118,68549608,65535,1046,25,662,886,24,-1,1
3495,1.1172279,4339728,8802.6934,1106048,2243.5051,32308756,65535,493,25,1077.5,884,24,-1,1
3496,1.0393147,7224495,14305.931,1269696,2514.2495,33095176,65535,505,25,166.5,885,24,-1,1
3497,1.061431,4584576,4726.3672,1889520,1947.9587,63556872,65522.547,970,25,467,889,24,-1,1
3498,1.029346,3211824,4896.0732,1225904,1868.7561,42990960,65535,656,25,319.5,888.5,24,-1,1
3499,1.1019935,7246096,8709.25,1690688,2032.0769,54525120,65535,832,25,42,892,24,-1,1
3500,1.1223134,2553536,9599.7598,635712,2389.8948,17432310,65535,266,25,925,884,24,-1,1
3501,1.0435203,2657760,5380.0811,936512,1895.7733,32374290,65535,494,25,1704.5,889.5,24,-1,1
3502,1.0301602,2035919.9,4534.3428,856976,1908.6326,29425216,65535,449,25,1972,890,24,-1,1
3503,1.0535586,8660608,13122.134,1517952,2299.9272,43253100,65535,660,25,1810.5,892,24,-1,1
3504,1.0577607,12757331,15710.999,2121248,2612.3743,53214420,65535,812,25,1484.5,899.5,24,-1,1
3505,1.0480758,7730427.5,9626.9336,1681072.1,2093.4895,52624604,65535,803,25,724,901.5,24,-1,1
3506,1.0430756,6953862,7146.8262,1927952,1981.4512,63765556,65535,973,25,1244,903,24,-1,1
3507,1.0996656,4275040,6796.5659,1444528,2296.5469,41221516,65535,629,25,1412,899,24,-1,1
3508,1.1015701,5043312,9773.8604,1107808,2146.9148,33816060,65535,516,25,1676,899,24,-1,1
3509,1.1015199,4667148,10828.649,961839.94,2231.6472,28245584,65535,431,25,1000.5,903.5,24,-1,1
3510,1.0474783,6031360,10751.087,1291024,2301.2905,36765136,65535,561,25,282,906.5,24,-1,1
3511,1.0422914,3422416,7885.751,870768,2006.3779,28442190,65535,434,25,430.5,906,24,-1,1
3512,1.0349296,12928767,12813.446,2533728,2511.1279,66124816,65535,1009,25,762,910,24,-1,1
3513,1.0311727,8659223,13832.625,1807184,2886.8755,41024912,65535,626,25,885,907,24,-1,1
3514,1.0835874,11200615,11655.166,2179616,2268.0708,62979136,65535,961,25,1524,912.5,24,-1,1
3515,1.056996,7783776,9890.4395,1684384,2140.2593,51576044,65535,787,25,1113.5,911.5,24,-1,1
3516,1.026013,11307727,9722.8955,2800544,2408.0344,76217208,65535,1163,25,1284,914.5,24,-1,1
3517,1.0603848,6702112,7471.6968,1753600,1954.9609,58784896,65535,897,25,1859,912,24,-1,1
3518,1.0438168,5201401,12124.478,934480.06,2178.2751,28114516,65535,429,25,213.5,909.5,24,-1,1
3519,1.1344835,2849927,19929.559,427280,2987.9719,9371505,65535,143,25,1604,904.5,24,-1,1
3520,1.0257875,12203320,11894.074,2311056,2252.4912,67238912,65535,1026,25,802.5,916,24,-1,1
3521,1.0633245,5147584,5751.4907,1789824,1999.8033,58653824,65535,895,25,552.5,918,24,-1,1
3522,1.132738,14632236,9807.1289,3785984,2537.5227,97778224,65535,1492,25,947,923.5,24,-1,0
3523,1.2195592,5439760,7351.0269,1870464,2527.6541,48495900,65535,740,25,625.5,921,24,-1,0
3524,1.038477,2327408,5649.0483,779760,1892.6213,27000420,65535,412,25,27.5,915.5,24,-1,1
3525,1.0762575,4558869,8258.8203,1398240,2533.0435,36175320,65535,552,25,1191,918,24,-1,1
3526,1.0931208,8772667,13054.564,1503328,2237.0952,44039520,65535,672,25,1370.5,919,24,-1,1
3527,1.2940398,4721264,10903.612,1081504,2497.6997,28368514,65516.199,433,25,119.5,918.5,24,-1,0
3528,1.1419717,5682768,10783.241,1025504,1945.9279,34536944,65535,527,25,175,918.5,24,-1,1
3529,1.0590298,2736544,4809.3921,1117776,1964.4569,37289416,65535,569,25,309,918.5,24,-1,1
3530,1.0543588,4541744,7409.0439,1523568,2485.429,40172956,65535,613,25,1039.5,920.5,24,-1,1
3531,1.029651,2953408,3860.6641,1460240,1908.8104,50134276,65535,765,25,1080.5,921,24,-1,1
3532,1.1731598,2528608,7415.2729,857792,2515.519,22347436,65535,341,25,1451.5,918.5,24,-1,1
3533,1.1666958,5399552,9439.7764,1260672,2203.9719,37441904,65457.875,572,25,341.5,920.5,24,-1,1
3534,1.0380133,6816703,6230.9897,2231552,2039.8098,71695288,65535,1094,25,587,930,24,-1,1
3535,1.0658222,11461798,9672.4033,2738656,2311.1021,77658976,65535,1185,25,1965.5,932.5,24,-1,1
3536,1.0472809,17881214,9901.0049,4199872,2325.5105,118356210,65535,1806,25,1722,938,24,-1,1
3537,1.1056075,10929435,10488.901,2813152,2699.762,68287472,65535,1042,25,849,934.5,24,-1,1
3538,1.1904417,4007808,7752.0464,1007232,1948.2244,33881596,65535,517,25,1590.5,929.5,24,-1,1
3539,1.0711989,9266347,11231.936,1754416.1,2126.5649,54066376,65535,825,25,1631,932,24,-1,1
3540,1.0197973,6585712,7840.1333,1747583.9,2080.457,55049400,65535,840,25,1679,933,24,-1,1
3541,1.0288634,6052759,16097.764,1175600,3126.5957,24641160,65535,376,25,1808,929.5,24,-1,1
3542,1.073413,5003120,8537.7471,1314752,2243.604,38403512,65535,586,25,80.5,935.5,24,-1,1
3543,1.062608,7726928,10657.832,1682480,2320.6621,47512876,65535,725,25,1248.5,940,24,-1,1
3544,1.055079,3682128,5735.4019,1269552,1977.4954,42073472,65535,642,25,1219.5,941.5,24,-1,1
3545,1.1345487,9087374,8437.6729,2352912,2184.6909,70581192,65535,1077,25,1838.5,947,24,-1,1
3546,1.0371626,3583664,4418.8213,1530608,1887.3094,53148884,65535,811,25,781,943.5,24,-1,1
3547,1.0881919,8338593,14014.442,1507248,2533.1899,38993324,65535,595,25,506.5,943.5,24,-1,1
3548,1.06151,5246160,9935.9092,1074000,2034.0909,34602480,65535,528,25,746,948.5,24,-1,1
3549,1.0434281,7928624,8731.9648,1976064,2176.282,59505780,65535,908,25,987,950.5,24,-1,1
3550,1.0273616,4022048,4822.5996,1599744,1918.1583,54656192,65535,834,25,1764.5,950,24,-1,1
3551,1.0449936,11289572,10170.785,2621728.2,2361.9172,72743848,65535,1110,25,304.5,952,24,-1,1
3552,1.1095637,7294761,11103.137,1487312,2263.793,43056496,65535,657,25,711,949,24,-1,1
3553,1.1000809,4420752,10475.716,925920,2194.1233,27655770,65535,422,25,814,948.5,24,-1,1
3554,1.0861147,13754175,9114.7617,3599808,2385.5586,98892312,65535,1509,25,1292.5,961,24,-1,1
3555,1.034234,4302160,4421.5415,1879088,1931.2312,63739308,65508.023,973,25,2004,956,24,-1,1
3556,1.095479,7404944,11661.329,1461024,2300.8252,41614724,65535,635,25,1045,953.5,24,-1,1
3557,1.0469861,8835572,12640.304,1621776.1,2320.1375,45808964,65535,699,25,1414.5,953.5,24,-1,1
3558,1.1332093,9535175,10677.687,2097216,2348.5061,58522756,65535,893,25,1514.5,958,24,-1,1
3559,1.1425836,7779146,8860.0752,2235664,2546.3145,57528616,65522.34,878,25,460,955,24,-1,1
3560,1.094589,6456782.5,10347.408,1272288,2038.9231,40893840,65535,624,25,1478,957.5,24,-1,1
3561,1.0527845,5736768,9908.0625,1211616,2092.6011,37944764,65535,579,25,914,961,24,-1,1
3562,1.0199136,15522646,9653.3867,4019072,2499.4229,105380280,65535,1608,25,1660.5,970.5,24,-1,1
3563,1.0550752,4866672,12640.706,931296,2418.9507,25230976,65535,385,25,1906,958,24,-1,1
3564,1.1731501,11392236,11346.849,2198912,2190.1514,65797140,65535,1004,25,1086,968,24,-1,0
3565,1.0806717,914528,2116.9629,779616,1804.6666,28311120,65535,432,25,1449,960,24,-1,1
3566,1.0439129,5350960,4364.5679,2324992,1896.4045,80345912,65535,1226,25,422,968.5,24,-1,1
3567,1.2722399,1047024.1,8512.3906,253424,2060.3577,8060805,65535,123,25,1795,955.5,24,-1,0
3568,1.1848299,6931120,9143.958,1863023.9,2457.8152,49675528,65535,758,25,1551,965.5,24,-1,1
3569,1.0481869,12222495,9646.7998,2909280,2296.1958,83032848,65535,1267,25,610,970,24,-1,1
3570,1.0481907,7602191.5,9237.1709,1867808,2269.5115,53935304,65535,823,25,1950,968,24,-1,1
3571,1.0544418,4131344.2,11196.055,936944,2539.1436,24182416,65535,369,25,70.5,963,24,-1,1
3572,1.0288284,2096256,3038.0522,1268880,1838.9565,45219152,65535,690,25,952.5,966.5,24,-1,1
3573,1.1839055,3096498,12848.539,644304,2673.4607,15793935,65535,241,25,494.5,964.5,24,-1,1
3574,1.0916751,7787264,12073.277,1438032.1,2229.5071,42270076,65535,645,25,876.5,970,24,-1,1
3575,1.0793973,3781280,12276.883,637040,2068.3118,20184780,65535,308,25,1695.5,967,24,-1,1
3576,1.0310389,8055038,6729.355,2603504,2175.0242,78193816,65324.824,1197,25,165.5,977.5,24,-1,1
3577,1.0566538,7352590,9342.5537,1715680,2180.0254,51576044,65535,787,25,1125,975.5,24,-1,1
3578,1.0591571,1576736,6207.6221,456240,1796.2205,16645890,65535,254,25,99,970.5,24,-1,1
3579,1.0767122,2401856,8032.9634,656319.94,2195.05,19594964,65535,299,25,534,971,24,-1,1
3580,1.0867277,7108368,8605.7725,1597808,1934.3922,54131912,65535,826,25,1164.5,979.5,24,-1,1
3581,1.0334316,3040016,3716.4009,1498496,1831.9022,51751368,63265.73,818,25,1738,980.5,24,-1,1
3582,1.054693,4660336,10425.808,958592.06,2144.5012,29294144,65535,447,25,210.5,977,24,-1,1
3583,1.0484947,8460000,7726.0273,2264784,2068.2959,71760824,65535,1095,25,783,983,24,-1,1
3584,1.1118895,15517792,9632.3975,3818927.8,2370.5325,105576890,65535,1611,25,1886,989.5,24,-1,0
3585,1.0487376,3266816.2,4755.1909,1288224,1875.1442,45022544,65535,687,25,1407.5,981,24,-1,1
3586,1.1544929,4172231,13590.329,736496,2399.0098,20119244,65535,307,25,510,976.5,24,-1,1
3587,1.0476518,4682048,4563.3994,1918528,1869.9103,67238912,65535,1026,25,1254,987,24,-1,1
3588,1.0492345,3520800,9945.7627,725328,2048.9492,23199390,65535,354,25,716.5,981,24,-1,1
3589,1.0325997,11219036,9990.2373,2432320,2165.9128,73595808,65535,1123,25,1325,989.5,24,-1,1
3590,1.0860248,5457856,10356.463,1415776,2686.4819,34536944,65535,527,25,1622,983,24,-1,1
3591,1.042595,6301632,9923.8301,1299712,2046.7905,41614724,65535,635,25,824,984,24,-1,1
3592,1.037231,8926515,15337.654,1332527.9,2289.5669,38141368,65535,582,25,1488.5,983.5,24,-1,1
3593,1.0314658,4126154,7626.9019,1203392,2224.3845,35278296,65209.418,541,25,1770.5,984,24,-1,1
3594,1.1081449,8224380,11954.041,1452912,2111.7908,45088080,65535,688,25,468,986.5,24,-1,1
3595,1.0460361,8695527,12010.396,1655712,2286.895,47447340,65535,724,25,647,989,24,-1,1
3596,1.0713948,5853088,7190.5259,1689792,2075.9116,53345488,65535,814,25,1586.5,992.5,24,-1,1
3597,1.0524721,4075216,5299.3706,1431984,1862.1378,50124612,65181.551,769,25,126.5,990.5,24,-1,1
3598,1.0397876,10335654,9834.1143,2420480,2303.0256,68877288,65535,1051,25,354,995,24,-1,1
3599,1.0358735,4248832,6787.2715,1464943.9,2340.166,41024912,65535,626,25,1375.5,990,24,-1,1
3600,1.2356837,4650832,10001.789,1007072.1,2165.7463,30473776,65535,465,25,1840,990,24,-1,0
3601,1.16029,4404000,8065.9341,1273104,2331.6924,35782112,65535,546,25,1433,998,24,-1,1
3602,1.0891639,7713200,8214.2705,2136688,2275.4932,61537364,65535,939,25,231.5,1002,24,-1,1
3603,1.1295913,1411472,8158.7979,415904,2404.0693,11337555,65535,173,25,859,992,24,-1,1
3604,1.0330403,3359040,3896.7981,1604656,1861.5499,56491168,65535,862,25,948,999.5,24,-1,1
3605,1.1623556,6147312,9915.0195,1503456,2424.929,40631700,65535,620,25,1804,999.5,24,-1,1
3606,1.0673838,6458142,8750.8701,1597136,2164.1409,48364832,65535,738,25,1218,1000.5,24,-1,1
3607,1.0580005,6252144,13832.177,1129600,2499.115,29621820,65535,452,25,546.5,999.5,24,-1,1
3608,1.0573654,13023712,10862.146,3016896,2516.1768,78576464,65535,1199,25,985.5,1009.5,24,-1,1
3609,1.028917,15201910,10021.035,3858352,2543.4094,99416592,65535,1517,25,1966.5,1010.5,24,-1,1
3610,1.1085136,9090427,9891.6504,2323168,2527.9304,60226664,65535,919,25,905.5,1006.5,24,-1,1
3611,1.1634481,2421184,6633.3809,694528,1902.8164,23920276,65535,365,25,39,1004.5,24,-1,1
3612,1.1085734,11070070,9543.1641,2840976,2449.1172,76020600,65535,1160,25,1522,1010.5,24,-1,1
3613,1.0734923,3382528,8673.1484,802960,2058.8718,25558650,65535,390,25,432,1004,24,-1,1
3614,1.0541768,5892656,12353.576,1067744,2238.457,31260196,65535,477,25,618.5,1004,24,-1,1
3615,1.0552761,2376112,4161.3169,1055168,1847.9299,37420484,65535,571,25,1186,1005,24,-1,1
3616,1.0503664,12149772,8979.876,3162144,2337.1353,88668856,65535,1353,25,680,1015,24,-1,1
3617,1.2798483,1627840,7678.4907,433808,2046.2642,13893420,65535,212,25,188,1002.5,24,-1,0
3618,1.1389711,1778160,3712.2339,935488,1953.0021,31391264,65535,479,25,711.5,1009,24,-1,1
3619,1.0500184,4132159.8,4443.1826,1795904,1931.0796,60947552,65535,930,25,1476,1012.5,24,-1,1
3620,1.0415412,1827632,2735.9761,1217712,1822.9221,43777380,65535,668,25,1655,1012.5,24,-1,1
3621,1.0502198,8822112,5677.0347,3020448,1943.6603,101841390,65535,1554,25,502.5,1024,24,-1,1
3622,1.0399302,10491536,8267.5615,2522736,1987.9717,83163912,65535,1269,25,590.5,1023,24,-1,1
3623,1.0698109,5711053,10595.646,1195552,2218.0928,35323364,65535,539,25,1155,1016,24,-1,1
3624,1.0294771,7424400,7215.1602,2034816,1977.4694,67435512,65535,1029,25,103,1020.5,24,-1,1
3625,1.0883676,7554080,9246.1201,1833984.1,2244.7786,53542096,65535,817,25,1354,1019.5,24,-1,1
3626,1.0515862,3241312,3768.9675,1583744,1841.5627,56360100,65535,860,25,379,1020.5,24,-1,1
3627,1.0436775,9519317,11869.473,1912816,2385.0574,52559072,65535,802,25,1831.5,1022.5,24,-1,1
3628,1.0979366,2368256,6864.5103,697184,2020.8232,22609576,65535,345,25,560.5,1018,24,-1,1
3629,1.1251007,2324432,14087.467,362816,2198.8848,10813275,65535,165,25,1717,1014.5,24,-1,1
3630,1.0315351,2491168,2687.3442,1667440,1798.7487,60741908,65525.25,927,25,1570,1027,24,-1,1
3631,1.0855182,1643008,7400.937,426816,1922.5946,14548770,65535,222,25,1328.5,1019,24,-1,1
3632,1.0335546,5253648,7658.3789,1456272,2122.8455,44957008,65535,686,25,267,1027,24,-1,1
3633,1.0257999,6830704,7432.7573,1906176.1,2074.1851,60226664,65535,919,25,641.5,1030.5,24,-1,1
3634,1.0464129,5088112,5729.856,1763552,1985.9819,58195080,65535,888,25,842,1030.5,24,-1,1
3635,1.0858781,7341257,7851.6118,1954975.9,2090.8833,61275224,65535,935,25,1876,1033,24,-1,1
3636,1.0206371,6274752,6468.8164,2039536.1,2102.6145,63568952,65535,970,25,1238.5,1033.5,24,-1,1
3637,1.1460303,2888030,17397.771,454384,2737.2529,10878810,65535,166,25,1268.5,1027,24,-1,1
3638,1.0765381,4751184,10749.285,902256,2041.3032,28966470,65535,442,25,1601.5,1031.5,24,-1,1
3639,1.0290815,7646567.5,8789.1582,1957440.1,2249.9312,57015448,65535,870,25,757.5,1036,24,-1,1
3640,1.1281344,2148848,2032.9687,1909856,1806.8647,68019912,64351.859,1057,25,325,1040.5,24,-1,1
3641,1.1991719,1473680,10233.889,268048,1861.4445,9437040,65535,144,25,1438.5,1026,24,-1,0
3642,1.0867704,7347633.5,22064.965,1150272,3454.2703,21823156,65535,333,25,872.5,1032,24,-1,1
3643,1.0500666,5448336,5106.2192,2118240,1985.2296,69925848,65535,1067,25,1182,1039,24,-1,1
3644,1.0609083,3185469,5096.7505,1270592,2032.9471,40959376,65535,625,25,230,1037.5,24,-1,1
3645,1.1637144,519664,1975.9087,466736,1774.6616,17235704,65535,263,25,347,1032.5,24,-1,1
3646,1.0532192,8453376,8073.9023,2331424,2226.7661,68615144,65535,1047,25,723.5,1045,24,-1,1
3647,1.0155469,5605936,5995.6533,1763616,1886.2203,61275224,65535,935,25,897.5,1042,24,-1,1
3648,1.0659368,6477056,14855.633,1118848,2566.165,28573260,65535,436,25,1695,1035,24,-1,1
3649,1.1159637,3881152.2,9512.6279,980127.94,2402.2744,26738280,65535,408,25,162.5,1038.5,24,-1,1
3650,1.094004,8094955,9251.377,1831680,2093.3486,57343124,65535,875,25,1061,1042,24,-1,1
3651,1.074613,586160,2014.2955,519072,1783.7526,19070684,65535,291,25,1792,1035,24,-1,1
3652,1.3071382,1517680,11674.462,276640,2128,8519550,65535,130,25,1718,1032,24,-1,0
3653,1.0964147,9505847,12409.722,1894240,2472.8982,50199808,65535,766,25,1757,1044.5,24,-1,1
3654,1.0735387,2328208,4860.5596,920416,1921.5365,31391264,65535,479,25,786.5,1043.5,24,-1,1
3655,1.1037929,6612944,9668.0469,1898384,2775.4153,44825940,65535,684,25,1376.5,1049,24,-1,1
3656,1.073689,11683919,9437.7373,3082896,2490.2229,81132328,65535,1238,25,1472,1052,24,-1,1
3657,1.0446733,8555597,12417.412,1542816,2239.2104,45153616,65535,689,25,1528,1047.5,24,-1,1
3658,1.0889992,2783616.2,4383.6475,1208304,1902.8409,41614724,65535,635,25,1850,1050.5,24,-1,1
3659,1.0868697,3432191.8,8823.1152,832239.94,2139.4343,25493116,65535,389,25,455,1047,24,-1,1
3660,1.1056026,8161249,11759.725,1550624,2234.3286,45481288,65535,694,25,1119.5,1051,24,-1,1
3661,1.0588953,6519312,12489.104,1112688,2131.5862,34209272,65535,522,25,928,1052,24,-1,1
3662,1.0628608,9176224,6762.1401,2775232,2045.123,88929248,65533.715,1357,25,482,1060.5,24,-1,1
3663,1.0417304,9493839,6955.1934,2627856,1925.1692,89448528,65530.055,1365,25,1676.5,1062.5,24,-1,1
3664,1.048425,6336592,10220.31,1212256,1955.2516,40631700,65535,620,25,110.5,1056.5,24,-1,1
3665,1.2501611,2458592,8087.4736,605232,1990.8948,19922640,65535,304,25,201,1054.5,24,-1,0
3666,1.148824,4463563,11504.028,940176,2423.134,25427580,65535,388,25,815,1057.5,24,-1,1
3667,1.0539836,5444224,8655.3643,1437456,2285.3037,41221516,65535,629,25,1298.5,1057.5,24,-1,1
3668,1.0417011,4780816,8756.0732,1253280,2295.3845,35782112,65535,546,25,422.5,1060.5,24,-1,1
3669,1.0521741,9228485,12271.922,1725552,2294.6169,49282320,65535,752,25,1719.5,1062.5,24,-1,1
3670,1.0602395,8244144.5,11862.078,1532224,2204.6389,45546824,65535,695,25,596.5,1063,24,-1,1
3671,1.0640852,8040829,11569.538,1529968,2201.3928,45546824,65535,695,25,972,1063.5,24,-1,1
3672,1.0788734,6314560,11802.916,1148256,2146.2729,35061224,65535,535,25,630.5,1063.5,24,-1,1
3673,1.0554264,4360896,6479.7861,1322528,1965.1233,44105056,65535,673,25,296.5,1066.5,24,-1,1
3674,1.1783413,2216574,18471.449,425840,3548.6667,7864200,65535,120,25,520,1058.5,24,-1,0
3675,1.1121599,7685616,12558.196,1430272,2337.0457,40107420,65535,612,25,1780.5,1066.5,24,-1,1
3676,1.0845685,8393320,11296.527,1806303.9,2431.0955,48692504,65535,743,25,1946,1067.5,24,-1,1
3677,1.0501941,7454886,12765.216,1385504.1,2372.4385,38272440,65535,584,25,1430,1068.5,24,-1,1
3678,1.0732769,7022413,12540.023,1606848,2869.3713,36699600,65535,560,25,395.5,1070.5,24,-1,1
3679,1.0437694,2312528,6514.1636,691616,1948.2141,23264924,65535,355,25,160,1068,24,-1,1
3680,1.0614044,5773662.5,8787.9189,1368192.1,2082.4841,43056496,65535,657,25,1089.5,1073,24,-1,1
3681,1.0886133,1413136,6170.8994,660944,2886.2183,15007515,65535,229,25,1250.5,1066.5,24,-1,1
3682,1.1609337,7412400,6953.4707,2212848,2075.8423,69860312,65535,1066,25,1019.5,1083,24,-1,0
3683,1.0828947,8785932,11410.302,1665328,2162.7637,50461952,65535,770,25,1607,1077,24,-1,1
3684,1.0372961,2917504,3164.321,1732272,1878.8199,60423272,65535,922,25,754,1078,24,-1,1
3685,1.0555859,1513391.9,8224.9561,350672,1905.826,12058440,65535,184,25,1750,1070,24,-1,1
3686,1.0918953,8778447,16347.201,1362000,2536.3127,35192296,65535,537,25,895.5,1076.5,24,-1,1
3687,1.0991562,8434310,10925.272,1695983.9,2196.8704,50593020,65535,772,25,1354,1079.5,24,-1,1
3688,1.0697068,5391424,6472.2979,1641904,1971.0732,54590656,65535,833,25,1640.5,1080,24,-1,1
3689,1.1931195,3987479,11491.294,784464,2260.7031,22740644,65535,347,25,47,1075,24,-1,1
3690,1.0730204,1649392,4794.7441,643968,1872,22544040,65535,344,25,788,1075.5,24,-1,1
3691,1.2223595,3039856,9869.6621,595392,1933.0909,20184780,65535,308,25,1398.5,1074.5,24,-1,1
3692,1.0283819,9472393,7535.7144,2564048,2039.8154,82318192,65487.824,1257,25,939.5,1087,24,-1,1
3693,1.0585895,5141520,9521.333,1210320,2241.3333,35388900,65535,540,25,1980.5,1080.5,24,-1,1
3694,1.0468556,5385408,6161.7939,1769680,2024.8055,57272460,65529.129,874,25,1493.5,1085,24,-1,1
3695,1.1850579,4560912,7652.5371,1366864,2293.396,39058860,65535,596,25,1561.5,1080.5,24,-1,1
3696,1.1218063,5126288,8349.0029,1326864,2161.0164,40238488,65535,614,25,232,1086,24,-1,1
3697,1.1009259,1772224.1,10012.565,345376,1951.2769,11599695,65535,177,25,541.5,1077.5,24,-1,1
3698,1.0571262,9966320,15123.399,1654128,2510.0576,43187564,65535,659,25,1524,1085,24,-1,1
3699,1.0724846,2815280,7487.4468,819904,2180.5957,24641160,65535,376,25,1238.5,1080.5,24,-1,1
3700,1.192438,5050255,11939.137,1044576,2469.4468,27721304,65535,423,25,1118.5,1082.5,24,-1,1
3701,1.0629765,5340603,6320.2402,1744848,2064.9089,55377076,65535,845,25,1301.5,1088.5,24,-1,1
3702,1.0608028,4806512,7510.1748,1287632,2011.925,41942400,65535,640,25,1459.5,1087.5,24,-1,1
3703,1.0720871,7205151,12820.554,1306528,2324.783,36830672,65535,562,25,1206.5,1091.5,24,-1,1
3704,1.0350422,12889125,10922.987,2678800,2270.1694,77331296,65535,1180,25,822.5,1098,24,-1,1
3705,1.0283087,9423067,6858.1274,2808784,2044.2388,90045088,65535,1374,25,1883,1099.5,24,-1,1
3706,1.0250962,4826528,10919.747,978944,2214.8054,28966470,65535,442,25,329.5,1091.5,24,-1,1
3707,1.0758998,9412436,12516.537,1624832,2160.6809,49282320,65535,752,25,685.5,1097,24,-1,1
3708,1.0441377,8398333,10808.665,1669504,2148.6538,50920696,65535,777,25,617.5,1098,24,-1,1
3709,1.0307394,12584212,9497.5186,2888048,2179.6589,86833872,65535,1325,25,1060.5,1104,24,-1,1
3710,1.0348477,4810576,5251.7207,1723680,1881.7467,60030060,65535,916,25,1725.5,1100,24,-1,1
3711,1.0673562,4470944,11643.083,986992,2570.2917,25165440,65535,384,25,1754.5,1095.5,24,-1,1
3712,1.1000275,5695422,13857.475,1059664,2578.2578,26934884,65535,411,25,984,1096,24,-1,1
3713,1.0302953,8926404,8461.0469,2163776,2050.9724,69139424,65535,1055,25,1785.5,1101.5,24,-1,1
3714,1.0496709,2452992,10394.034,492944.03,2088.7458,15466260,65535,236,25,1918.5,1093,24,-1,1
3715,1.1118998,8608176,9276.0518,1945824.1,2096.7932,60816480,65535,928,25,436,1101.5,24,-1,1
3716,1.0586361,9528644,13477.573,1927888,2726.8572,46333244,65535,707,25,871.5,1100.5,24,-1,1
3717,1.0482343,4097200,4930.4453,1587488,1910.3346,54459584,65535,831,25,206.5,1102.5,24,-1,1
3718,1.0867166,1278032,6234.3022,368992,1799.9609,13434675,65535,205,25,71.5,1094.5,24,-1,1
3719,1.0470734,8130240.5,8442.6172,2065824,2145.1963,63110204,65535,963,25,393.5,1105,24,-1,1
3720,1.0251411,2379376,5432.3652,855168,1952.4384,28704330,65535,438,25,552.5,1100,24,-1,1
3721,1.0469224,2484256,6554.7651,738544,1948.6649,24837764,65535,379,25,1160.5,1100.5,24,-1,1
3722,1.047619,8631472,8972.4238,1923360,1999.3347,63044672,65535,962,25,1954.5,1108,24,-1,1
3723,1.238303,1463888,8713.6191,412672,2456.3809,11009880,65535,168,25,1269,1100,24,-1,0
3724,1.0553091,10062048,10925.134,1923039.9,2087.9912,60357736,65535,921,25,1546,1111,24,-1,1
3725,1.2555978,945232,8291.5088,216832,1902.035,6877825,60331.797,114,25,1685.5,1100.5,24,-1,0
3726,1.0492081,8428676,10329.26,2038256,2497.8628,53476560,65535,816,25,1101.5,1112,24,-1,1
3727,1.0220816,11224079,8432.8164,2876496,2161.1541,87227088,65535,1331,25,1232.5,1117.5,24,-1,1
3728,1.0545638,3179168,10255.381,616320,1988.129,20315850,65535,310,25,1136,1108,24,-1,1
3729,1.0380748,5559391.5,4391.3047,2500496,1975.1154,82967312,65535,1266,25,1385,1117.5,24,-1,1
3730,1.0776916,2271967,10567.288,537584,2500.3906,14090025,65535,215,25,788.5,1107.5,24,-1,1
3731,1.1220289,5542064,7015.271,1663808.1,2106.0862,51772648,65535,790,25,768,1120,24,-1,1
3732,1.0354544,7626332,10168.442,1644687.9,2192.9172,49151248,65535,750,25,1180,1117.5,24,-1,1
3733,1.0403429,7299120,8119.1548,1987344,2210.6162,58915964,65535,899,25,1606.5,1118.5,24,-1,1
3734,1.0520088,8704416,10907.789,1727744,2165.0928,52296928,65535,798,25,1993,1120.5,24,-1,1
3735,1.0952285,4175388,9468,912735.94,2069.696,28900936,65535,441,25,146.5,1117.5,24,-1,1
3736,1.0510443,11983872,7756.5513,3374400,2184.0776,101250100,65534.047,1545,25,571.5,1127,24,-1,1
3737,1.1107355,5186989,13578.505,924672.06,2420.6074,25034370,65535,382,25,1576,1117.5,24,-1,1
3738,1.0205992,26349522,8341.0957,6447136,2040.8788,207006460,65529.109,3159,25,328,1139,24,-1,0
3739,1.0281572,5129984,11399.965,946176,2102.6133,29490750,65535,450,25,1925,1119.5,24,-1,1
3740,1.1179208,334608,2040.2927,299616,1826.9269,10747740,65535,164,25,848.5,1116,24,-1,1
3741,1.2717085,563904,2006.7758,506560,1802.7046,18415336,65535,281,25,960,1120.5,24,-1,0
